Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec
1792,dummy-lora-7b-rank-8-196,756,7,66.49657607078552,66.29663443565369,13.0,53701,1952,0,2,12115,1,177,1,2000,1,1,35.0102168334494,0.7076966541746574,0.06240198101527033,0.0,0.03954802259887006,0.14149802621301044,3851.1238516794338
1793,dummy-lora-7b-rank-8-455,380,6,66.44153714179993,66.29518604278564,13.0,53700,1953,0,2,12115,1,177,1,2000,1,1,40.99730060390231,0.6775670695394643,0.031366075113495664,0.0,0.03389830508474576,0.09916268528298719,2678.490306121618
1794,dummy-lora-7b-rank-8-3,546,6,66.44035935401917,66.29402351379395,13.0,53699,1954,0,2,12115,1,177,1,2000,1,1,41.00157549077271,0.771271804608518,0.045068097399917455,0.0,0.03389830508474576,0.11286470756940897,3813.1465206418616
1795,dummy-lora-7b-rank-8-180,597,7,66.49258756637573,66.29228806495667,13.0,53698,1955,0,2,12115,1,177,1,2000,1,1,34.94766562276445,0.6409092341099555,0.0492777548493603,0.0,0.03954802259887006,0.12837380004710042,3050.431956501297
1796,dummy-lora-7b-rank-8-297,717,5,66.40926194190979,66.291743516922,13.0,53697,1956,0,2,12115,1,177,1,2000,1,1,42.5465198373733,0.9843563369254609,0.05918283120099051,0.0,0.02824858757062147,0.11568000634223344,6186.263984354078
1797,dummy-lora-7b-rank-8-14,168,6,67.60726523399353,67.4622266292572,13.0,6196,1957,0,2,3510,1,263,1,2000,1,1,41.36829646774151,0.6445913104243106,0.04786324786324787,0.0,0.022813688212927757,0.09349062428910337,1241.0488940322452
1798,dummy-lora-7b-rank-8-14,175,9,67.69065809249878,67.4614360332489,13.0,6195,1958,0,2,3510,1,263,1,2000,1,1,39.263236834413846,0.516087390905839,0.04985754985754986,0.0,0.034220532319391636,0.11829861449633314,841.9783010046525
1799,dummy-lora-7b-rank-8-14,94,8,67.66128373146057,67.45987033843994,13.0,6194,1959,0,2,3510,1,263,1,2000,1,1,39.71930505723915,0.43501143279381244,0.02678062678062678,0.0,0.030418250950570342,0.08761712868176746,546.1404445370382
1800,dummy-lora-7b-rank-8-14,218,16,68.90767097473145,67.4591121673584,13.0,6193,1960,0,2,3510,1,263,1,2000,1,1,11.045461129062415,0.12687180180404947,0.062108262108262105,0.0,0.060836501901140684,0.18378126591054347,172.58533014160022
1801,dummy-lora-7b-rank-8-14,196,13,68.82170557975769,67.45796298980713,13.0,6192,1961,0,2,3510,1,263,1,2000,1,1,9.532590751214476,0.11343766233436886,0.05584045584045584,0.0,0.049429657794676805,0.15469977142980945,162.787318982278
1802,dummy-lora-7b-rank-8-374,636,6,66.43145060539246,66.28509020805359,13.0,53696,1962,0,2,12115,1,177,1,2000,1,1,40.994696031797744,0.8218993458634641,0.05249690466364011,0.0,0.03389830508474576,0.12029351483313164,4427.427171434157
1803,dummy-lora-7b-rank-8-246,546,6,66.42982292175293,66.28374934196472,13.0,53695,1963,0,2,12115,1,177,1,2000,1,1,41.07518970028253,0.7726565456467313,0.045068097399917455,0.0,0.03389830508474576,0.11286470756940897,3819.9926421262753
1804,dummy-lora-7b-rank-8-44,419,8,66.48603916168213,66.28330683708191,13.0,53694,1964,0,2,12115,1,177,1,2000,1,1,39.46090006009495,0.6164813894391103,0.034585224927775486,0.0,0.04519774011299435,0.1249807051537642,2145.686440767663
1805,dummy-lora-7b-rank-8-477,370,15,67.56903576850891,66.28179264068604,13.0,53693,1965,0,2,12115,1,177,1,2000,1,1,11.652810316703428,0.15539580144913098,0.03054065208419315,0.0,0.0847457627118644,0.20003217750792196,310.7416084454248
1806,dummy-lora-7b-rank-8-380,481,10,66.5372793674469,66.28068614006042,13.0,53688,1966,0,2,12115,1,177,1,2000,1,1,38.972189959395294,0.5950944206409162,0.039702847709451095,0.0,0.05649717514124294,0.15269719799193698,1952.5067169657043
1807,dummy-lora-7b-rank-8-38,925,8,66.48186302185059,66.27897644042969,13.0,53689,1967,0,2,12115,1,177,1,2000,1,1,39.43089751906064,0.8218735279024998,0.07635163021048287,0.0,0.04519774011299435,0.16674711043647156,4638.059320679508
1808,dummy-lora-7b-rank-8-340,431,5,66.39537930488586,66.27810335159302,13.0,53690,1968,0,2,12115,1,177,1,2000,1,1,42.63448609549677,0.7850962206571762,0.03557573256293851,0.0,0.02824858757062147,0.09207290770418144,3760.361673622815
1809,dummy-lora-7b-rank-8-14,700,9,67.67776846885681,67.44855666160583,13.0,142182,1969,0,2,6396,1,182,1,2000,1,1,39.26499296847045,0.9089605964290489,0.10944340212632896,0.0,0.04945054945054945,0.20834450102742785,3132.473883484643
1810,dummy-lora-7b-rank-8-203,1158,60,72.84714674949646,66.27604150772095,13.0,125907,1970,0,2,23936,1,634,1,2000,4,4,9.130884043456287,0.03616643622352029,0.048379010695187165,0.0,0.0946372239747634,0.23765345864471396,194.48783012561893
1811,dummy-lora-7b-rank-8-478,1899,7,67.61936640739441,67.4466712474823,13.0,53692,1971,0,2,12115,1,177,1,2000,1,1,40.53385169313689,1.3656658274749416,0.15674783326454808,0.0,0.03954802259887006,0.23584387846228821,11077.322612710124
1812,dummy-lora-7b-rank-8-14,1327,16,68.89373660087585,67.44542050361633,13.0,129935,1972,0,2,56808,1,157,1,2000,1,1,11.04731213736761,0.1568587427031951,0.023359386001971554,0.0,0.10191082802547771,0.22718104205292697,938.3310746676614
1813,dummy-lora-7b-rank-8-479,153,19,68.97581076622009,67.44348621368408,13.0,29174,1973,0,2,4476,1,400,1,2000,1,1,12.3994619602974,0.08430479392647526,0.03418230563002681,0.0,0.0475,0.1291823056300268,124.64722286404228
1814,dummy-lora-7b-rank-8-480,359,1,66.66581106185913,66.66565179824829,14.0,161289,1974,0,2,24866,1,590,1,2000,4,1,6278.898203592815,111.93526754005346,0.01443738438027829,0.0,0.001694915254237288,0.017827214888752867,2266682.251497006
1815,dummy-lora-7b-rank-8-30,67,1,70.53947973251343,70.53896450996399,14.0,161285,1975,0,2,24866,1,590,1,2000,5,1,1940.9088385006942,11.809018695615206,0.0026944422102469236,0.0,0.001694915254237288,0.0060842727187215,133922.70985654788
1816,dummy-lora-7b-rank-8-481,881,1,67.96611142158508,67.96583700180054,14.0,161286,1976,0,2,24866,1,590,1,2000,3,1,3644.05212858384,141.46113721242986,0.0354299042869782,0.0,0.001694915254237288,0.03881973479545278,3217698.0295395306
1817,dummy-lora-7b-rank-8-482,749,1,69.23644781112671,69.23596239089966,14.0,161287,1977,0,2,24866,1,590,1,2000,4,1,2060.0707269155205,69.03561001014252,0.030121450977237996,0.0,0.001694915254237288,0.03351128148571257,1547113.115913556
1818,dummy-lora-7b-rank-8-30,67,1,70.53861379623413,70.53810572624207,14.0,161288,1978,0,2,24866,1,590,1,2000,4,1,1968.2327545753167,11.975264852756668,0.0026944422102469236,0.0,0.001694915254237288,0.0060842727187215,135808.06006569686
1819,dummy-lora-7b-rank-8-463,136,13,69.29710221290588,67.96458458900452,14.0,157169,1979,0,2,14995,1,287,1,2000,1,1,9.75596852665887,0.07479227486658946,0.00906968989663221,0.0,0.04529616724738676,0.09966202439140573,121.57437702451823
1820,dummy-lora-7b-rank-8-482,1389,5,68.08290886878967,67.96396160125732,14.0,161287,1980,0,2,24866,1,590,1,2000,4,2,42.03543388367632,0.6121078732722858,0.05585940641840264,0.0,0.00847457627118644,0.07280855896077552,11761.514400652635
1821,dummy-lora-7b-rank-8-483,554,1,67.9631621837616,67.96294212341309,14.0,161292,1983,0,2,24866,1,590,1,2000,3,1,4544.208017334778,116.64640341137913,0.022279417678758143,0.0,0.001694915254237288,0.025669248187232718,2526579.6576381363
1822,dummy-lora-7b-rank-8-430,364,2,67.99603343009949,67.96187782287598,14.0,161290,1984,0,2,24866,1,590,1,2000,3,2,58.555539268039006,0.6270748762846923,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,10774.219225319177
1823,dummy-lora-7b-rank-8-465,471,2,67.99486660957336,67.96129703521729,14.0,161281,1985,0,2,24866,1,590,1,2000,5,4,59.57775868069119,0.7662053538898511,0.018941526582482104,0.0,0.003389830508474576,0.025721187599431258,14149.717686664157
1824,dummy-lora-7b-rank-8-30,661,6,70.67684197425842,70.53401708602905,14.0,161288,1986,0,2,24866,1,590,1,2000,4,2,42.009485002111674,0.3285244311171568,0.02658248210407786,0.0,0.010169491525423728,0.04692146515492532,4712.0639010701925
1825,dummy-lora-7b-rank-8-300,615,14,69.32081890106201,67.95974731445312,14.0,161152,1987,0,2,24866,1,590,1,2000,5,5,10.286012975174241,0.053039233487527475,0.02473256655674415,0.0,0.023728813559322035,0.07219019367538822,472.42188164550265
1826,dummy-lora-7b-rank-8-484,364,2,67.99293541908264,67.95895719528198,14.0,161293,1988,0,2,24866,1,590,1,2000,4,1,58.86122864259902,0.6303485226233642,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,10830.46607023822
1827,dummy-lora-7b-rank-8-26,911,29,70.75580310821533,67.95735836029053,14.0,160999,1990,0,2,24866,1,590,1,2000,7,7,10.362898900006885,0.048220160785419026,0.036636370948282794,0.0,0.04915254237288136,0.1349414556940455,346.26375979678176
1828,dummy-lora-7b-rank-8-30,991,35,74.48500204086304,70.53045654296875,14.0,161121,1991,0,2,24866,1,590,1,2000,4,4,8.850574615625682,0.04007987346698508,0.039853615378428374,0.0,0.059322033898305086,0.15849768317503854,268.29884763368136
1829,dummy-lora-7b-rank-8-484,447,2,67.98938846588135,67.95540881156921,14.0,161293,1992,0,2,24866,1,590,1,2000,4,2,58.858750640256524,0.7285540353936875,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,13272.648269377845
1830,dummy-lora-7b-rank-8-377,1219,11,68.24056482315063,67.95393300056458,14.0,161218,1993,0,2,24866,1,590,1,2000,4,4,38.37675768431927,0.3011211275107085,0.04902276200434328,0.0,0.01864406779661017,0.08631089759756362,4329.596026021838
1831,dummy-lora-7b-rank-8-465,503,2,67.98719120025635,67.95310401916504,14.0,161281,1994,0,2,24866,1,590,1,2000,5,3,58.67308284139552,0.7923238151944426,0.020228424354540336,0.0,0.003389830508474576,0.02700808537148949,14873.626500293763
1832,dummy-lora-7b-rank-8-485,141,1,67.95257377624512,67.95230650901794,14.0,161284,1995,0,2,24866,1,590,1,2000,3,1,3741.5735950044605,33.89949419704415,0.0056703933081315855,0.0,0.001694915254237288,0.009060223816606162,535045.0240856379
1833,dummy-lora-7b-rank-8-465,364,2,69.25423264503479,69.22164869308472,14.0,161281,1996,0,2,24866,1,590,1,2000,5,2,61.37990882949066,0.6573212238628837,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,11293.903224626281
1834,dummy-lora-7b-rank-8-484,155,1,67.94972610473633,67.94947910308838,14.0,161283,1997,0,2,24866,1,590,1,2000,4,1,4048.5559845559847,38.96023233764047,0.006233411083407062,0.0,0.001694915254237288,0.009623241591881639,635623.2895752896
1835,dummy-lora-7b-rank-8-315,825,36,71.93643927574158,67.94829082489014,14.0,161157,1998,0,2,24866,1,590,1,2000,4,4,9.026745228682314,0.03891824324087647,0.0331778331858763,0.0,0.061016949152542375,0.15521173149096104,224.91640194800098
1836,dummy-lora-7b-rank-8-247,1899,50,73.30054354667664,67.94670176506042,14.0,161082,1999,0,2,24866,1,590,1,2000,4,4,9.339088086556428,0.04592232552118665,0.07636933966058071,0.0,0.0847457627118644,0.24586086508430952,373.376741700526
1837,dummy-lora-7b-rank-8-465,561,3,69.27766966819763,69.21626329421997,14.0,161281,2003,0,2,24866,1,590,1,2000,5,5,48.85486319533152,0.5330133660672836,0.022560926566395884,0.0,0.005084745762711864,0.03273041809181961,9233.569143917657
1838,dummy-lora-7b-rank-8-484,409,2,67.97814059257507,67.94439339637756,14.0,161293,2004,0,2,24866,1,590,1,2000,4,3,59.26418266853179,0.6882889775531169,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,12238.053721051814
1839,dummy-lora-7b-rank-8-486,1826,5,68.06303119659424,67.94412755966187,14.0,53704,2005,0,2,12115,1,177,1,2000,1,1,42.05085840094001,1.7427509001237664,0.1507222451506397,0.0,0.02824858757062147,0.20721942029188264,15441.075204825172
1840,dummy-lora-7b-rank-8-430,447,2,67.97676372528076,67.94264006614685,14.0,161290,2006,0,2,24866,1,590,1,2000,3,1,58.610361572052405,0.7254794737351526,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,13216.636534497817
1841,dummy-lora-7b-rank-8-223,435,6,68.08761978149414,67.94034433364868,14.0,53705,2007,0,2,12115,1,177,1,2000,1,1,40.73998814993249,0.7041398512871576,0.035905901774659514,0.0,0.03389830508474576,0.10370251194415103,3035.129117169971
1842,dummy-lora-7b-rank-8-294,906,6,68.08657479286194,67.93957281112671,14.0,53707,2008,0,2,12115,1,177,1,2000,1,1,40.815776285293985,0.9699184660048015,0.07478332645480809,0.0,0.03389830508474576,0.14257993662429963,6244.8137716499805
1843,dummy-lora-7b-rank-8-405,1454,1,67.93844652175903,67.93814015388489,14.0,161226,2009,0,2,24866,1,590,1,2000,4,3,3264.049805447471,201.92472268482325,0.05847341751789592,0.0,0.001694915254237288,0.0618632480263705,4752456.516731517
1844,dummy-lora-7b-rank-8-14,164,1,71.78258728981018,71.78236269950867,14.0,112572,2010,0,2,1957,1,11,1,2000,1,1,4452.552016985138,1182.686506857482,0.08380173735309146,0.0,0.09090909090909091,0.26561991917127326,739123.6348195329
1845,dummy-lora-7b-rank-8-14,107,1,71.78069162368774,71.7803418636322,14.0,112573,2011,0,2,1957,1,11,1,2000,1,1,2859.102931152011,676.1598468200348,0.054675523760858456,0.0,0.09090909090909091,0.2364937055790403,311642.2194955692
1846,dummy-lora-7b-rank-8-14,126,1,71.7804811000824,71.78025555610657,14.0,112574,2012,0,2,1957,1,11,1,2000,1,1,4433.725158562368,1091.5939675932805,0.06438426162493613,0.0,0.09090909090909091,0.24620244344311795,567516.8202959831
1847,dummy-lora-7b-rank-8-14,94,1,71.7793173789978,71.77891492843628,14.0,112575,2013,0,2,1957,1,11,1,2000,1,1,2484.7772511848343,571.1282500516821,0.04803270311701584,0.0,0.09090909090909091,0.22985088493519767,238538.61611374406
1848,dummy-lora-7b-rank-8-487,694,5,69.32257103919983,69.20427703857422,14.0,161280,2015,0,2,24866,1,590,1,2000,2,2,42.267570405574,0.3792140576584235,0.027909595431512908,0.0,0.00847457627118644,0.04485874797388579,5951.273913104818
1849,dummy-lora-7b-rank-8-488,63,1,69.20285105705261,69.20235013961792,14.0,161291,2016,0,2,24866,1,590,1,2000,4,1,1996.3369823893383,11.825123437461968,0.0025335799887396446,0.0,0.001694915254237288,0.005923410497214221,129761.903855307
1850,dummy-lora-7b-rank-8-14,276,16,73.1760458946228,71.77593040466309,14.0,142184,2017,0,2,6396,1,182,1,2000,1,1,11.427628731155844,0.15639863095273257,0.043151969981238276,0.0,0.08791208791208792,0.2189761458054141,219.98185307474998
1851,dummy-lora-7b-rank-8-185,186,109,84.14333009719849,71.77488398551941,14.0,15,2018,0,2,2558,1,1245,1,2000,17,15,8.812748102372797,0.020035941171968635,0.0727130570758405,0.0,0.08755020080321285,0.2478134586822662,32.66376360879459
1852,dummy-lora-7b-rank-8-222,159,46,74.48499321937561,69.19987106323242,14.0,3,2019,0,2,2558,1,1245,1,2000,20,3,8.703677727965411,0.025742738615527897,0.062157935887412044,0.0,0.036947791164658635,0.1360535182167293,47.49180673302865
1853,dummy-lora-7b-rank-8-30,852,39,74.56902432441711,70.50156378746033,14.0,161133,2020,0,2,24866,1,590,1,2000,4,4,9.588292165504134,0.04092652934159923,0.03426365318105043,0.0,0.06610169491525424,0.1664670430115589,228.6438901004832
1854,dummy-lora-7b-rank-8-163,156,69,79.56528282165527,71.77133655548096,14.0,29,2021,0,2,2558,1,1245,1,2000,28,25,8.85302485333516,0.022046407849123113,0.06098514464425332,0.0,0.05542168674698795,0.17182851813822922,37.721584157688945
1855,dummy-lora-7b-rank-8-30,661,3,70.55702257156372,70.49811720848083,14.0,161285,2022,0,2,24866,1,590,1,2000,5,2,50.92914877340964,0.623915577564438,0.02658248210407786,0.0,0.005084745762711864,0.03675197362950158,11323.24741062141
1856,dummy-lora-7b-rank-8-14,560,16,73.16896152496338,71.76860547065735,14.0,142183,2023,0,2,6396,1,182,1,2000,1,1,11.425665601830861,0.18807995060639118,0.08755472170106317,0.0,0.08791208791208792,0.263378897525239,422.74962726774186
1857,dummy-lora-7b-rank-8-424,565,6,69.3406593799591,69.19368696212769,14.0,53706,2024,0,2,12115,1,177,1,2000,1,1,40.82398649032277,0.7786019513970287,0.04663640115559224,0.0,0.03389830508474576,0.11443301132508377,3925.906700819373
1858,dummy-lora-7b-rank-8-484,739,6,70.63822817802429,70.49543452262878,14.0,161283,2025,0,2,24866,1,590,1,2000,4,2,42.0186736125025,0.35056374413601604,0.029719295423469797,0.0,0.010169491525423728,0.05005827847431725,5259.337313831564
1859,dummy-lora-7b-rank-8-105,61,4,69.28215193748474,69.19217348098755,14.0,43233,2026,0,2,25718,1,1790,1,2000,1,1,44.45508575849834,0.07603101483096485,0.0023718796173885994,0.0,0.0022346368715083797,0.006841153360405359,766.8502293340964
1860,dummy-lora-7b-rank-8-248,538,8,69.39334678649902,69.1909008026123,14.0,53708,2027,0,2,12115,1,177,1,2000,1,1,39.51671377426041,0.665872627425867,0.04440775897647544,0.0,0.04519774011299435,0.13480323920246415,2736.5324288675333
1861,dummy-lora-7b-rank-8-489,473,6,69.33650016784668,69.18969774246216,14.0,53709,2028,0,2,12115,1,177,1,2000,1,1,40.87125934250829,0.7277748931984981,0.03904250928600908,0.0,0.03389830508474576,0.1068391194555006,3303.760130186087
1862,dummy-lora-7b-rank-8-409,543,6,69.3357572555542,69.18874859809875,14.0,53710,2029,0,2,12115,1,177,1,2000,1,1,40.813922825045125,0.7660574731440591,0.0448204704911267,0.0,0.03389830508474576,0.11261708066061824,3775.287861316674
1863,dummy-lora-7b-rank-8-490,495,22,71.79196882247925,69.18772387504578,14.0,53711,2030,0,2,12115,1,177,1,2000,1,1,8.44774606232082,0.1111439270938003,0.04085843995047462,0.0,0.12429378531073447,0.2894460105719436,206.96977852686007
1864,dummy-lora-7b-rank-8-341,413,6,69.33371257781982,69.18666791915894,14.0,53712,2031,0,2,12115,1,177,1,2000,1,1,40.80393027969193,0.6928954931620754,0.034089971110193976,0.0,0.03389830508474576,0.1018865812796855,2890.278394811512
1865,dummy-lora-7b-rank-8-136,569,7,69.36071228981018,69.18564987182617,14.0,53713,2032,0,2,12115,1,177,1,2000,1,1,39.98573811907145,0.7201009617984865,0.04696657036731325,0.0,0.03954802259887006,0.12606261556505338,3330.2407604883797
1866,dummy-lora-7b-rank-8-139,496,8,69.38685417175293,69.18437790870667,14.0,53714,2034,0,2,12115,1,177,1,2000,1,1,39.51080427720086,0.6486511579354067,0.04094098225340487,0.0,0.04519774011299435,0.13133646247939357,2528.691473740855
1867,dummy-lora-7b-rank-8-492,1793,7,69.35800862312317,69.18305110931396,14.0,53716,2035,0,2,12115,1,177,1,2000,1,1,40.00971348754812,1.2979973789484347,0.1479983491539414,0.0,0.03954802259887006,0.2270943943516815,10328.22175314278
1868,dummy-lora-7b-rank-8-203,415,6,69.3288927078247,69.182124376297,14.0,53717,2036,0,2,12115,1,177,1,2000,1,1,40.880753617255614,0.6953248348829161,0.03425505571605448,0.0,0.03389830508474576,0.10205166588554601,2909.3469657613578
1869,dummy-lora-7b-rank-8-154,650,8,69.38375854492188,69.18113040924072,14.0,53718,2037,0,2,12115,1,177,1,2000,1,1,39.48119037421578,0.7108982010144956,0.053652496904663644,0.0,0.04519774011299435,0.14404797713065234,3286.8090986534635
1870,dummy-lora-7b-rank-8-485,752,1,69.18024325370789,69.18007493019104,14.0,161284,2038,0,2,24866,1,590,1,2000,3,2,5940.940509915014,199.80528438383544,0.030242097643368455,0.0,0.001694915254237288,0.03363192815184303,4479469.144475921
1871,dummy-lora-7b-rank-8-326,1355,1,69.17873048782349,69.1782557964325,14.0,161166,2040,0,2,24866,1,590,1,2000,4,3,2106.631843294827,121.93587063629103,0.054492077535590766,0.0,0.001694915254237288,0.057881908044065344,2858699.41135108
1872,dummy-lora-7b-rank-8-21,572,6,69.32492518424988,69.17786502838135,14.0,53715,2041,0,2,12115,1,177,1,2000,1,1,40.79963035918387,0.7820664051819283,0.047214197276104,0.0,0.03389830508474576,0.11501080744559553,3971.1640216272303
1873,dummy-lora-7b-rank-8-401,1456,9,69.40616130828857,69.17575931549072,14.0,161242,2042,0,2,24866,1,590,1,2000,4,4,39.06216213978824,0.386551878841871,0.05855384862864956,0.0,0.015254237288135594,0.08906232320492075,6397.5141104497625
1874,dummy-lora-7b-rank-8-325,1161,9,69.40537524223328,69.17504239082336,14.0,161174,2043,0,2,24866,1,590,1,2000,4,4,39.07388783193215,0.3351616319435568,0.04669025979248773,0.0,0.015254237288135594,0.07719873436875892,5118.679305983112
1875,dummy-lora-7b-rank-8-375,826,7,69.34881353378296,69.17361330986023,14.0,161209,2044,0,2,24866,1,590,1,2000,4,4,39.95428683405843,0.32503875295097256,0.033218048741253114,0.0,0.011864406779661017,0.05694686230057515,4794.514420087012
1876,dummy-lora-7b-rank-8-14,1341,33,75.59337210655212,71.74656772613525,14.0,237960,2045,0,2,59911,1,1932,1,2000,1,1,8.578549033580922,0.014699133836996304,0.022383201749261405,0.0,0.017080745341614908,0.05654469243249122,365.75813606813205
1877,dummy-lora-7b-rank-8-14,1632,162,91.00259160995483,71.74590754508972,14.0,237959,2046,0,2,59911,1,1932,1,2000,1,1,8.412663335718218,0.010123356092903255,0.027240406603127973,0.0,0.08385093167701864,0.19494226995716524,101.57512027570885
1878,dummy-lora-7b-rank-8-14,1575,141,87.65340685844421,71.74464631080627,14.0,237958,2047,0,2,59911,1,1932,1,2000,1,1,8.863041189021796,0.010827476329570004,0.026288995343092255,0.0,0.07298136645962733,0.17225172826234691,116.72813821286152
1879,dummy-lora-7b-rank-8-493,202,8,69.37254405021667,69.16994142532349,14.0,29175,2049,0,2,4476,1,400,1,2000,1,1,39.486161663589385,0.4201800446909657,0.0451295799821269,0.0,0.02,0.08512957998212689,1075.997905332811
1880,dummy-lora-7b-rank-8-14,934,27,74.48257803916931,71.74214601516724,14.0,237955,2050,0,2,59911,1,1932,1,2000,1,1,9.852461131500613,0.01588804309019683,0.015589791524094072,0.0,0.013975155279503106,0.04354010208310029,360.52709621935577
1881,dummy-lora-7b-rank-8-494,45,1,69.1679584980011,69.16771674156189,14.0,231827,2052,0,2,9357,1,345,1,2000,2,1,4136.394477317554,43.87198625500113,0.0048092337287592175,0.0,0.002898550724637681,0.01060633517803458,194410.54043392505
1882,dummy-lora-7b-rank-8-44,994,2,70.5001151561737,70.4688310623169,14.0,231823,2053,0,2,9357,1,345,1,2000,2,2,63.930251876690924,3.7662856054932767,0.10623062947525916,0.0,0.005797101449275362,0.11782483237380989,31901.19568646877
1883,dummy-lora-7b-rank-8-390,281,26,73.13929080963135,70.46797370910645,14.0,4503,2055,0,2,62016,1,565,1,2000,2,2,9.733026451592405,0.03614939123565809,0.004531088751289989,0.0,0.04601769911504425,0.09656648698137849,124.6576080146258
1884,dummy-lora-7b-rank-8-495,440,1,70.46689009666443,70.46642279624939,14.0,4507,2056,0,2,62016,1,565,1,2000,2,1,2139.9510204081635,22.757878886999606,0.007094943240454076,0.0,0.0017699115044247787,0.010634766249303634,945858.3510204082
1885,dummy-lora-7b-rank-8-496,45,1,70.46571087837219,70.46522188186646,14.0,149774,2057,0,2,45254,1,733,1,2000,3,1,2045.0043881033641,7.613347239180345,0.0009943872364873824,0.0,0.001364256480218281,0.0037229001969239445,96115.20624085811
1886,dummy-lora-7b-rank-8-473,44,1,70.46460485458374,70.46419286727905,14.0,149772,2058,0,2,45254,1,733,1,2000,3,2,2427.259259259259,8.982807627013914,0.0009722897423432182,0.0,0.001364256480218281,0.00370080270277978,111653.92592592593
1887,dummy-lora-7b-rank-8-419,1580,1,70.46296000480652,70.46243000030518,14.0,125924,2059,0,2,23936,1,634,1,2000,4,3,1886.7764282501125,130.49687737752117,0.06600935828877005,0.0,0.0015772870662460567,0.06916393242126216,2984880.309491678
1888,dummy-lora-7b-rank-8-497,511,1,70.46246290206909,70.46205472946167,14.0,125926,2060,0,2,23936,1,634,1,2000,2,1,2449.9439252336447,60.03139344392815,0.02134859625668449,0.0,0.0015772870662460567,0.024503170389176605,1256821.2336448599
1889,dummy-lora-7b-rank-8-0,749,3,70.51967263221741,70.46095895767212,14.0,40694,2062,0,2,18182,1,501,1,2000,3,1,51.09542237364119,0.9055920340550062,0.041194588054119456,0.0,0.005988023952095809,0.05317063595831108,12859.0146306997
1890,dummy-lora-7b-rank-8-411,792,6,70.60257124900818,70.45975923538208,14.0,40695,2063,0,2,18182,1,501,1,2000,3,1,42.013272186672054,0.4727309593819883,0.043559564404355954,0.0,0.011976047904191617,0.06751166021273919,5629.778473014055
1891,dummy-lora-7b-rank-8-0,205,6,70.60082960128784,70.45830821990967,14.0,40694,2064,0,2,18182,1,501,1,2000,3,2,42.09894643161843,0.247169812128312,0.01127488725112749,0.0,0.011976047904191617,0.035226983059510726,1522.5785626101997
1892,dummy-lora-7b-rank-8-499,1017,3,70.51651382446289,70.45816016197205,14.0,40696,2065,0,2,18182,1,501,1,2000,1,1,51.410654823434236,1.1637742287459631,0.05593444065559344,0.0,0.005988023952095809,0.06791048855978506,17531.033294791076
1893,dummy-lora-7b-rank-8-500,1311,2,70.48755550384521,70.45663738250732,14.0,40697,2066,0,2,18182,1,501,1,2000,1,1,64.68698334361505,2.5903356163878155,0.07210427895721043,0.0,0.003992015968063872,0.08008831089333818,42531.6915484269
1894,dummy-lora-7b-rank-8-14,905,10,71.98025178909302,71.72644686698914,14.0,129937,2067,0,2,56808,1,157,1,2000,1,1,39.40033911520053,0.5646832561520166,0.015930854809181806,0.0,0.06369426751592357,0.14331938984102893,3644.531368156049
1895,dummy-lora-7b-rank-8-164,314,47,75.69486141204834,70.45482301712036,14.0,40668,2068,0,2,4653,1,1632,1,2000,14,5,8.969399927583162,0.023870318090769296,0.06748334407908876,0.0,0.028799019607843136,0.12508138329477503,77.86202490327511
1896,dummy-lora-7b-rank-8-46,315,46,75.66361403465271,70.45366168022156,14.0,40664,2069,0,2,4653,1,1632,1,2000,13,5,8.8292554078496,0.023814192485216188,0.06769825918762089,0.0,0.028186274509803922,0.12407080820722874,78.11971632597363
1897,dummy-lora-7b-rank-8-164,313,38,74.49128675460815,70.45204019546509,14.0,40668,2070,0,2,4653,1,1632,1,2000,14,4,9.407695084615426,0.02818274516168376,0.06726842897055663,0.0,0.023284313725490197,0.11383705642153702,96.30508915566844
1898,dummy-lora-7b-rank-8-14,149,18,73.17648983001709,71.72210335731506,14.0,40666,2071,0,2,4653,1,1632,1,2000,14,3,12.376352735568812,0.03718487191387623,0.03202235117128734,0.0,0.011029411764705883,0.054081174700699106,127.20140311556835
1899,dummy-lora-7b-rank-8-14,1722,7,74.46147274971008,74.28557538986206,14.0,129938,2072,0,2,56808,1,157,1,2000,1,1,39.79593557315521,0.6792859577266415,0.03031263202365864,0.0,0.044585987261146494,0.11948460654595162,9869.392022142492
1900,dummy-lora-7b-rank-8-14,923,15,75.62929391860962,74.28442001342773,14.0,129939,2073,0,2,56808,1,157,1,2000,1,1,11.15346200279747,0.15416353409701086,0.016247711589916912,0.0,0.09554140127388536,0.20733051413768763,708.6166192443993
