Unnamed: 0,adapter_dir,prompt_len,output_len,request_latency,first_token_latency,req_time,interaction_id,req_id,sys_len,app,input99app,sys99app,output99app,priorityfactor,app_limit,llmcalls,llmcalls_made,throughput,service_received,inputratio,sysratio,outratio,service_ratio,tokenpersec,avg_throughput,avg_service,avg_response,avg_serviceratio,avg_tokenpersec
2294,dummy-lora-7b-rank-8-590,450,5,85.84814691543579,85.73508501052856,20.0,161400,2908,0,2,24866,1,590,1,2000,4,1,44.22356057155389,0.3099731292401189,0.01809699991956889,0.0,0.00847457627118644,0.035046152461941774,4068.567572582958,805.725017550592,15.421659833041897,88.94524542490642,0.05299611015775442,315966.54138557316
2295,dummy-lora-7b-rank-8-572,447,2,85.76466226577759,85.73360991477966,20.0,161401,2909,0,2,24866,1,590,1,2000,4,1,64.40736162404122,0.797234781741389,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14523.860046221294,770.5741396164659,41.09670754709704,90.4906567633152,0.04268518780237891,957028.8076181165
2296,dummy-lora-7b-rank-8-524,775,19,87.16000056266785,85.7328896522522,20.0,161322,2910,0,2,24866,1,590,1,2000,4,4,13.313611339756491,0.06697015234100911,0.031167055417035308,0.0,0.03220338983050847,0.09557383507805225,569.6824220643173,1145.496273250333,26.04894922251777,125.75335178375244,0.06395208979278186,550676.7007660375
2297,dummy-lora-7b-rank-8-118,735,10,85.97970175743103,85.73164010047913,20.0,161380,2911,0,2,24866,1,590,1,2000,4,2,40.3125582682811,0.2558103459697992,0.029558433201962518,0.0,0.01694915254237288,0.06345673828670828,3043.5981492552232,407.38746055020823,3.7873793708400267,82.94510073131985,0.05666335829853048,58291.91703771778
2298,dummy-lora-7b-rank-8-545,887,1,85.73077917098999,85.7306592464447,20.0,161337,2913,0,2,24866,1,590,1,2000,4,3,8338.576540755466,325.7133728035429,0.03567119761923912,0.0,0.001694915254237288,0.0390610281277137,7412994.54473161,1145.8490189834365,31.539660533201918,150.65926735930972,0.04509200090400413,688768.4881397524
2299,dummy-lora-7b-rank-8-590,367,5,85.84211492538452,85.72899174690247,20.0,161400,2914,0,2,24866,1,590,1,2000,4,2,44.19960672156266,0.28029853643738895,0.01475910882329285,0.0,0.00847457627118644,0.031708261365665735,3332.6503468058245,805.725017550592,15.421659833041897,88.94524542490642,0.05299611015775442,315966.54138557316
2300,dummy-lora-7b-rank-8-579,357,3,85.78690314292908,85.72804808616638,20.0,161399,2915,0,2,24866,1,590,1,2000,6,4,50.972680429076064,0.4167262108647599,0.014356953269524651,0.0,0.005084745762711864,0.02452644479494838,6167.694331918204,359.3816943505415,13.488093243845373,91.35790100097657,0.03722545587622107,304682.7371726843
2301,dummy-lora-7b-rank-8-589,697,7,85.8946738243103,85.72740054130554,20.0,161393,2916,0,2,24866,1,590,1,2000,4,2,41.84768705592258,0.30942810906325247,0.02803024209764337,0.0,0.011864406779661017,0.051759055656965404,4250.529356680136,335.1363807003673,2.7339955379275787,101.31634589603969,0.03868773344526468,38818.50388938177
2302,dummy-lora-7b-rank-8-588,358,4,87.01433992385864,86.92817091941833,20.0,161402,2918,0,2,24866,1,590,1,2000,2,1,46.420404018604444,0.3244379001519769,0.014397168824901472,0.0,0.006779661016949152,0.027956490858799775,4247.466967702307,1511.6672915021293,28.00476033736211,105.36797220366341,0.047561202455347944,570371.9782833355
2303,dummy-lora-7b-rank-8-590,412,5,87.04132747650146,86.92718768119812,20.0,161400,2919,0,2,24866,1,590,1,2000,4,3,43.805931022670066,0.2936571006505075,0.01656880881524974,0.0,0.00847457627118644,0.033517961357622625,3697.2205783133536,805.725017550592,15.421659833041897,88.94524542490642,0.05299611015775442,315966.54138557316
2304,dummy-lora-7b-rank-8-582,447,2,86.95741176605225,86.92606687545776,20.0,161403,2920,0,2,24866,1,590,1,2000,4,1,63.80625237696813,0.7897942471920874,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14388.309911006314,700.2883055900259,22.24575372331536,101.50723038779364,0.04659816655523908,494164.88723803655
2305,dummy-lora-7b-rank-8-616,849,1,86.92537474632263,86.92501211166382,20.0,161404,2921,0,2,24866,1,590,1,2000,4,1,2757.596318211703,103.5004131877527,0.03414300651491997,0.0,0.001694915254237288,0.03753283702339455,2346714.4667981593,598.5848286470186,21.22096589156668,98.27808566093445,0.02861100924685126,478422.07921483257
2306,dummy-lora-7b-rank-8-572,409,2,86.9558436870575,86.92445087432861,20.0,161401,2922,0,2,24866,1,590,1,2000,4,2,63.7088500884781,0.7399089519843662,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13155.877543270728,770.5741396164659,41.09670754709704,90.4906567633152,0.04268518780237891,957028.8076181165
2307,dummy-lora-7b-rank-8-580,693,2,86.95466804504395,86.9228777885437,20.0,161396,2923,0,2,24866,1,590,1,2000,4,2,62.912358067467636,1.0899264336800538,0.02786937987613609,0.0,0.003389830508474576,0.034649040893085244,21924.956786512474,1028.4377938574917,8.560674735175786,111.50001573562622,0.049417418364272214,124891.333590305
2308,dummy-lora-7b-rank-8-572,364,2,86.9525716304779,86.9216730594635,20.0,161401,2924,0,2,24866,1,590,1,2000,4,3,64.727912467785,0.6931752010190646,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,11909.93589407244,770.5741396164659,41.09670754709704,90.4906567633152,0.04268518780237891,957028.8076181165
2309,dummy-lora-7b-rank-8-572,483,3,86.97915816307068,86.92080688476562,20.0,161401,2925,0,2,24866,1,590,1,2000,4,4,51.41275542099263,0.5071629213967813,0.01942411324700394,0.0,0.005084745762711864,0.02959360477242767,8380.2791336218,770.5741396164659,41.09670754709704,90.4906567633152,0.04268518780237891,957028.8076181165
2310,dummy-lora-7b-rank-8-581,718,7,87.08985233306885,86.92017412185669,20.0,161397,2926,0,2,24866,1,590,1,2000,4,2,41.254560323290455,0.31001966571951545,0.02887476876055658,0.0,0.011864406779661017,0.05260358231987862,4314.04830809266,989.0703097861574,16.732168705741856,92.5245510339737,0.0499972044595119,332782.22727297636
2311,dummy-lora-7b-rank-8-582,364,2,86.94995546340942,86.91857314109802,20.0,161403,2927,0,2,24866,1,590,1,2000,4,2,63.730146550479766,0.6824900643611777,0.01463846215716239,0.0,0.003389830508474576,0.021418123174111542,11726.346965288276,700.2883055900259,22.24575372331536,101.50723038779364,0.04659816655523908,494164.88723803655
2312,dummy-lora-7b-rank-8-535,890,7,87.08773446083069,86.91803860664368,20.0,161343,2928,0,2,24866,1,590,1,2000,7,5,41.25027116034146,0.35074903939077634,0.03579184428536958,0.0,0.011864406779661017,0.05952065784469161,5327.177875564098,763.3035725975973,5.013083949859849,100.30921375751495,0.06388883898096998,60325.54475432692
2313,dummy-lora-7b-rank-8-582,409,2,86.94700622558594,86.9156563282013,20.0,161403,2930,0,2,24866,1,590,1,2000,4,3,63.79606208789955,0.7409218244346266,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13173.886821151258,700.2883055900259,22.24575372331536,101.50723038779364,0.04659816655523908,494164.88723803655
2314,dummy-lora-7b-rank-8-579,447,2,86.94602465629578,86.91465616226196,20.0,161399,2931,0,2,24866,1,590,1,2000,6,5,63.75824092301378,0.7891999610724694,0.01797635325343843,0.0,0.003389830508474576,0.024756014270387584,14377.483328139608,359.3816943505415,13.488093243845373,91.35790100097657,0.03722545587622107,304682.7371726843
2315,dummy-lora-7b-rank-8-582,357,3,86.97178435325623,86.91362476348877,20.0,161403,2932,0,2,24866,1,590,1,2000,4,4,51.582207027166625,0.42170938435113353,0.014356953269524651,0.0,0.005084745762711864,0.02452644479494838,6241.447050287162,700.2883055900259,22.24575372331536,101.50723038779364,0.04659816655523908,494164.88723803655
2316,dummy-lora-7b-rank-8-488,1459,1,86.91264986991882,86.91243362426758,20.0,161291,2933,0,2,24866,1,590,1,2000,4,3,4624.370452039691,287.0084343703351,0.05867449529478002,0.0,0.001694915254237288,0.0620643258032546,6756205.230429989,949.257212312388,34.675908649698314,76.60700350337558,0.062333549151444956,782714.2369249798
2317,dummy-lora-7b-rank-8-558,1493,1,86.91159057617188,86.9114453792572,20.0,161355,2934,0,2,24866,1,590,1,2000,4,3,6887.1986863711,436.86640882822223,0.06004182417759189,0.0,0.001694915254237288,0.06343165468606647,10296362.036124796,1713.6902747337506,68.01129035636643,86.08114558458328,0.06971074646467633,1548770.9913576616
2318,dummy-lora-7b-rank-8-299,426,7,87.07787084579468,86.90823221206665,20.0,53783,2937,0,2,12115,1,177,1,2000,1,1,41.26418520454916,0.6735438958392749,0.035163021048287245,0.0,0.03954802259887006,0.11425906624602736,2593.7487842859473,826.2641142216354,17.842233463930942,128.02324867248535,0.05740859232833741,374232.22928145283
2319,dummy-lora-7b-rank-8-617,1839,6,87.048912525177,86.90714836120605,20.0,53782,2938,0,2,12115,1,177,1,2000,1,1,42.323813239780556,1.5489944645194464,0.15179529508873296,0.0,0.03389830508474576,0.21959190525822447,13056.896384472302,42.323813239780556,1.5489944645194464,86.90714836120605,0.21959190525822447,13056.896384472302
2320,dummy-lora-7b-rank-8-343,231,5,87.01984882354736,86.90598130226135,20.0,53781,2939,0,2,12115,1,177,1,2000,1,1,43.91067745684105,0.6636172129217554,0.019067271976888154,0.0,0.02824858757062147,0.0755644471181311,2116.4946534197384,974.3272112207459,19.015376941141177,177.82514262199402,0.043777309369273404,391182.46622551116
2321,dummy-lora-7b-rank-8-258,451,6,87.04674792289734,86.90463423728943,20.0,53780,2940,0,2,12115,1,177,1,2000,1,1,42.21971989772979,0.7390082689206492,0.03722657862154354,0.0,0.03389830508474576,0.10502318879103506,3257.9550521081487,2355.5172958948087,54.52214215890842,52.44217892885208,0.048264028563336135,1134746.9238941257
2322,dummy-lora-7b-rank-8-587,657,7,87.06790351867676,86.89805960655212,20.0,161391,2949,0,2,24866,1,590,1,2000,4,2,41.214312084752876,0.29527365929425564,0.02642161988257058,0.0,0.011864406779661017,0.050150433441892614,3950.686201267026,317.3510656157444,2.058737806728289,88.54602915900094,0.03957721327531325,23498.743614169438
2323,dummy-lora-7b-rank-8-535,562,3,86.95554399490356,86.89745831489563,20.0,161343,2950,0,2,24866,1,590,1,2000,7,4,51.64784159521239,0.5641774985283795,0.0226011421217727,0.0,0.005084745762711864,0.03277063364719643,9778.658008693546,763.3035725975973,5.013083949859849,100.30921375751495,0.06388883898096998,60325.54475432692
2324,dummy-lora-7b-rank-8-458,838,30,88.9048399925232,86.8964946269989,20.0,161263,2951,0,2,24866,1,590,1,2000,3,3,14.9376698425414,0.06741646779694503,0.033700635405774955,0.0,0.05084745762711865,0.13539555066001224,447.1342506200726,1278.2626077392588,39.5330269116183,131.42342099547386,0.08419268671312428,874627.9342596359
2325,dummy-lora-7b-rank-8-194,1078,1,88.00126051902771,88.00079011917114,20.0,161395,2952,0,2,24866,1,590,1,2000,3,2,2125.8509883426254,99.3669503765902,0.043352368696211695,0.0,0.001694915254237288,0.04674219920468627,2295919.0674100355,1503.8405607566356,40.806212911180886,72.57480204105377,0.1535660690919257,885265.2530289761
2326,dummy-lora-7b-rank-8-522,1549,1,88.00050950050354,88.00025081634521,20.0,161310,2953,0,2,24866,1,590,1,2000,4,3,3865.7179723502304,253.91475926638105,0.0622938952786938,0.0,0.001694915254237288,0.06568372578716837,5995728.575115208,823.7713436838445,30.795397676252907,80.31043868594699,0.05755175401070309,696607.2670145726
2327,dummy-lora-7b-rank-8-211,170,52,91.7440619468689,87.16026520729065,21.0,26,2955,0,2,2558,1,1245,1,2000,6,1,11.344307558625406,0.03272228580660104,0.06645817044566067,0.0,0.04176706827309237,0.1499923069918454,59.77577444352618,763.9250151229729,59.370094580586546,110.45411680294917,0.14912785872160847,1025168.4713210315
2328,dummy-lora-7b-rank-8-608,206,6,87.30013108253479,87.15920853614807,21.0,40712,2956,0,2,18182,1,501,1,2000,3,2,42.57657950300471,0.2503643555566732,0.01132988670113299,0.0,0.011976047904191617,0.035281982509516224,1546.9490552758377,988.9175094100196,6.521211787556695,100.96378362178802,0.08257358135883654,48512.731223497125
2329,dummy-lora-7b-rank-8-593,791,5,87.27186703681946,87.15899276733398,21.0,40711,2958,0,2,18182,1,501,1,2000,3,2,44.297075168610284,0.5622596282037281,0.043504564954350455,0.0,0.00998003992015968,0.06346464479466982,7096.391442011368,46.77119993832291,0.6857830014537967,164.14217721332204,0.06821282914800422,7764.314721806521
2330,dummy-lora-7b-rank-8-427,545,42,90.84716725349426,87.1584804058075,21.0,40692,2959,0,2,18182,1,501,1,2000,5,5,11.386165791313744,0.05357987247836525,0.02997470025299747,0.0,0.08383233532934131,0.1976393709116801,170.5213876841987,807.3653822081266,5.681629208095321,68.18771226065499,0.10547911099932249,47156.72775756438
2331,dummy-lora-7b-rank-8-556,512,9,87.38062381744385,87.15808153152466,21.0,40704,2960,0,2,18182,1,501,1,2000,4,4,40.441752284633765,0.2879806049024889,0.028159718402815972,0.0,0.017964071856287425,0.06408786211539082,2381.569856761766,505.94831907911146,3.3720679726282237,88.77089405059814,0.09590377787026455,25417.73960068916
2332,dummy-lora-7b-rank-8-211,157,40,90.12103939056396,87.15711712837219,21.0,26,2961,0,2,2558,1,1245,1,2000,6,2,13.495630607538487,0.04238744881189486,0.06137607505863956,0.0,0.0321285140562249,0.12563310317108936,79.96161134966555,763.9250151229729,59.370094580586546,110.45411680294917,0.14912785872160847,1025168.4713210315
2333,dummy-lora-7b-rank-8-608,792,7,87.32388687133789,87.15626120567322,21.0,40712,2963,0,2,18182,1,501,1,2000,3,1,41.759714851800595,0.42656758973797454,0.043559564404355954,0.0,0.013972055888223553,0.07150367618080306,4808.3328815073255,988.9175094100196,6.521211787556695,100.96378362178802,0.08257358135883654,48512.731223497125
2334,dummy-lora-7b-rank-8-593,93,4,87.24092245101929,87.15505361557007,21.0,40711,2964,0,2,18182,1,501,1,2000,3,3,46.58267436694803,0.24552577908471915,0.005114948850511495,0.0,0.007984031936127744,0.021083012722766983,1176.2125277654375,46.77119993832291,0.6857830014537967,164.14217721332204,0.06821282914800422,7764.314721806521
2335,dummy-lora-7b-rank-8-222,158,77,94.2596287727356,87.15370845794678,21.0,3,2966,0,2,2558,1,1245,1,2000,20,13,10.836034825742114,0.02609961502150667,0.0617670054730258,0.0,0.061847389558232935,0.18546178458949167,43.90705020300701,11.135358060109816,0.03240756246652634,83.43769022692804,0.17331295760296953,77.03621411596444
2336,dummy-lora-7b-rank-8-542,432,2,87.18226194381714,87.15193295478821,21.0,161423,2967,0,2,24866,1,590,1,2000,20,12,65.94351028622188,0.796359579170149,0.017373119922786135,0.0,0.003389830508474576,0.02415278093973529,14375.685242396372,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2337,dummy-lora-7b-rank-8-542,673,28,88.82587194442749,87.15091133117676,21.0,161350,2968,0,2,24866,1,590,1,2000,4,2,16.716810997518397,0.07282578589663113,0.027065068768599695,0.0,0.04745762711864407,0.12198032300588783,435.2341148996754,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2338,dummy-lora-7b-rank-8-44,397,5,87.26324605941772,87.1500072479248,21.0,53793,2969,0,2,12115,1,177,1,2000,1,1,44.15447260599885,0.7883027755915128,0.03276929426330995,0.0,0.02824858757062147,0.08926646940455288,3594.174070128306,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
2339,dummy-lora-7b-rank-8-304,529,5,87.26251173019409,87.14959526062012,21.0,53794,2970,0,2,12115,1,177,1,2000,1,1,44.280520094762316,0.8870455635856316,0.04366487825010318,0.0,0.02824858757062147,0.10016205339134612,4773.440066215378,1905.5107956529896,40.671467049812144,48.34852457046509,0.07050268138223693,853013.7625335441
2340,dummy-lora-7b-rank-8-618,404,15,87.91379642486572,87.1482264995575,21.0,53795,2971,0,2,12115,1,177,1,2000,1,1,19.59324616097063,0.26495112869785903,0.033347090383821706,0.0,0.0847457627118644,0.20283861580755053,566.8979222574169,19.59324616097063,0.26495112869785903,87.1482264995575,0.20283861580755053,566.8979222574169
2341,dummy-lora-7b-rank-8-539,444,6,87.28759241104126,87.14731645584106,21.0,53796,2972,0,2,12115,1,177,1,2000,1,1,42.772832959412604,0.7445708890127585,0.036648782501031776,0.0,0.03389830508474576,0.1044453926705233,3250.735304915358,1883.6815898023324,37.95399903957133,79.14186805486679,0.07027007283012689,785817.1279929643
2342,dummy-lora-7b-rank-8-619,49,1,87.14604187011719,87.14559316635132,21.0,231835,2973,0,2,9357,1,345,1,2000,2,1,2228.6418703506906,24.590439082271587,0.0052367211713155925,0.0,0.002898550724637681,0.011033822620590956,113660.73538788523,722.755456481184,8.19442106108394,146.85975801944733,0.1063185664301546,38915.938889962825
2343,dummy-lora-7b-rank-8-620,44,1,87.14452362060547,87.14401078224182,21.0,149785,2974,0,2,45254,1,733,1,2000,3,1,1949.9321245932124,7.216314076931679,0.0009722897423432182,0.0,0.001364256480218281,0.00370080270277978,89696.87773128778,668.9169280348762,2.5209352280713557,107.73232356707256,0.049469606881459134,32824.96610434518
2344,dummy-lora-7b-rank-8-621,44,1,87.14411473274231,87.14390468597412,21.0,149786,2975,0,2,45254,1,733,1,2000,3,1,4760.844494892168,17.61894617421117,0.0009722897423432182,0.0,0.001364256480218281,0.00370080270277978,218998.84676503972,1608.2658007981734,5.985375004292677,106.20043428738911,0.046419449267740893,75496.26217049421
2345,dummy-lora-7b-rank-8-622,44,1,87.14290523529053,87.14267873764038,21.0,149787,2976,0,2,45254,1,733,1,2000,3,1,4415.056842105263,16.33925429418952,0.0009722897423432182,0.0,0.001364256480218281,0.00370080270277978,203092.6147368421,1490.8457395910243,5.536158423698645,102.34753863016765,0.06691574431484935,69431.14912507085
2346,dummy-lora-7b-rank-8-621,411,3,87.19902610778809,87.1416118144989,21.0,149786,2977,0,2,45254,1,733,1,2000,3,2,52.25179703753535,0.300754533154097,0.009082070093251425,0.0,0.004092769440654843,0.01726760897456111,7262.999788217414,1608.2658007981734,5.985375004292677,106.20043428738911,0.046419449267740893,75496.26217049421
2347,dummy-lora-7b-rank-8-622,410,4,87.22614073753357,87.14049553871155,21.0,149787,2978,0,2,45254,1,733,1,2000,3,2,46.70431098318032,0.23321826226781667,0.009059972599107262,0.0,0.005457025920873124,0.01997402444085351,4880.600497742344,1490.8457395910243,5.536158423698645,102.34753863016765,0.06691574431484935,69431.14912507085
2348,dummy-lora-7b-rank-8-620,708,4,87.22487998008728,87.13933873176575,21.0,149785,2979,0,2,45254,1,733,1,2000,3,2,46.761066485314366,0.31048269948065177,0.01564502585406815,0.0,0.005457025920873124,0.0265590776958144,8370.230900871271,668.9169280348762,2.5209352280713557,107.73232356707256,0.049469606881459134,32824.96610434518
2349,dummy-lora-7b-rank-8-544,409,2,87.16593837738037,87.13579177856445,21.0,161430,2981,0,2,24866,1,590,1,2000,53,6,66.34247572047705,0.7704956472172146,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13699.72123627851,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2350,dummy-lora-7b-rank-8-44,377,4,87.22095036506653,87.13502216339111,21.0,53792,2982,0,2,12115,1,177,1,2000,1,1,46.55049124744388,0.8881390140803346,0.031118448204704913,0.0,0.022598870056497175,0.07631618831769926,4480.484782566473,992.7574800159944,12.129870606199004,131.56644065930294,0.05369877530142271,165064.4114634325
2351,dummy-lora-7b-rank-8-544,409,2,87.16443634033203,87.13445377349854,21.0,161430,2983,0,2,24866,1,590,1,2000,53,5,66.70542956200897,0.774710961041489,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13774.671204554852,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2352,dummy-lora-7b-rank-8-545,1240,8,87.32852554321289,87.1336727142334,21.0,161337,2984,0,2,24866,1,590,1,2000,4,4,41.056627414128954,0.39509784455403363,0.049867288667256496,0.0,0.013559322033898305,0.07698593273505311,6445.890504018246,1145.8490189834365,31.539660533201918,150.65926735930972,0.04509200090400413,688768.4881397524
2353,dummy-lora-7b-rank-8-544,409,2,87.16235971450806,87.1325159072876,21.0,161430,2985,0,2,24866,1,590,1,2000,53,3,67.01557831498555,0.7783130012361472,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13838.716922044514,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2354,dummy-lora-7b-rank-8-509,849,52,92.84368062019348,87.78380632400513,21.0,161301,2986,0,2,24866,1,590,1,2000,3,3,10.276935148205565,0.04158486567820562,0.03414300651491997,0.0,0.08813559322033898,0.21041419295559793,188.34459992769047,1122.1102883790445,32.72011955866003,78.58351337909698,0.09696303134667864,717927.9876655935
2355,dummy-lora-7b-rank-8-542,409,2,87.81186604499817,87.78172516822815,21.0,161423,2988,0,2,24866,1,590,1,2000,20,19,66.35507040025313,0.7706419207145506,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13702.32203765227,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2356,dummy-lora-7b-rank-8-542,357,4,87.86546158790588,87.78044128417969,21.0,161423,2989,0,2,24866,1,590,1,2000,20,18,47.04758539656367,0.3283483365729432,0.014356953269524651,0.0,0.006779661016949152,0.027916275303422958,4293.0921674364345,247.3489526619938,7.419340909739979,96.2273245716095,0.04533494804839667,163624.26220880318
2357,dummy-lora-7b-rank-8-544,409,2,87.80918216705322,87.77935314178467,21.0,161430,2990,0,2,24866,1,590,1,2000,53,2,67.04878828569602,0.7786986988996538,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13845.574780996227,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2358,dummy-lora-7b-rank-8-602,357,3,87.8345513343811,87.77721452713013,21.0,161431,2992,0,2,24866,1,590,1,2000,4,3,52.322411097435214,0.4277609091066131,0.014356953269524651,0.0,0.005084745762711864,0.02452644479494838,6331.011742789661,855.4017909608335,16.112807063519202,121.21737655003865,0.04334625156757868,329002.2432648074
2359,dummy-lora-7b-rank-8-623,280,23,89.89394044876099,87.77273416519165,21.0,14,2996,0,2,25772,1,522,1,2000,1,1,10.84288698282474,0.0466654800354498,0.010864504112990843,0.0,0.044061302681992334,0.0989871094769755,153.68613723482025,592.1087090513186,3.8980198334113783,198.12511249950953,0.09178111155277337,28458.62505457908
2360,dummy-lora-7b-rank-8-544,409,2,87.80154395103455,87.77121663093567,21.0,161430,2997,0,2,24866,1,590,1,2000,53,4,65.94713919592459,0.7659042437755184,0.016448162149119278,0.0,0.003389830508474576,0.02322782316606843,13618.084243958428,223.41821212886066,3.7013058710943905,162.79352693991228,0.025173673571390415,73651.24630710694
2361,dummy-lora-7b-rank-8-152,458,7,87.93752384185791,87.7701256275177,21.0,53791,2998,0,2,12115,1,177,1,2000,1,1,41.8164556150738,0.6983373173994204,0.0378043747420553,0.0,0.03954802259887006,0.11690041993979541,2819.6238643306906,1057.3752718948633,60.39808168002133,41.661630709966026,0.09454188681642173,1411144.3110026035
2362,dummy-lora-7b-rank-8-458,688,8,87.96409559249878,87.76892805099487,21.0,53790,2999,0,2,12115,1,177,1,2000,1,1,40.990422579258045,0.754144790203529,0.05678910441601321,0.0,0.04519774011299435,0.1471845846420019,3607.1571869747077,1278.2626077392588,39.5330269116183,131.42342099547386,0.08419268671312428,874627.9342596359
2363,dummy-lora-7b-rank-8-382,464,6,87.90796160697937,87.76789617538452,21.0,53789,3000,0,2,12115,1,177,1,2000,1,1,42.83712213414312,0.7574762560688127,0.03829962855963681,0.0,0.03389830508474576,0.10609623872912834,3398.411689308688,1968.7797000504138,46.900356435896036,56.77809143066406,0.046407338836129394,1002886.8383091358
2364,dummy-lora-7b-rank-8-455,66,1,87.76251721382141,87.76234722137451,21.0,125931,3009,0,2,23936,1,634,1,2000,3,1,5882.6143057503505,34.77758677811562,0.0027573529411764708,0.0,0.0015772870662460567,0.005911927073668584,400017.77279102383,1778.4652425683662,29.747049976002625,79.01034724712372,0.04201457414972767,578942.4406756378
2365,dummy-lora-7b-rank-8-455,661,1,87.76124286651611,87.76104807853699,21.0,125931,3010,0,2,23936,1,634,1,2000,3,2,5133.787025703794,157.96601903869598,0.027615307486631015,0.0,0.0015772870662460567,0.03076988161912313,3403700.7980416156,1778.4652425683662,29.747049976002625,79.01034724712372,0.04201457414972767,578942.4406756378
2366,dummy-lora-7b-rank-8-624,176,11,88.03549265861511,87.758624792099,21.0,29195,3012,0,2,4476,1,400,1,2000,1,1,39.730143257198165,0.3406708887871461,0.03932082216264522,0.0,0.0275,0.09432082216264523,715.142578629567,39.730143257198165,0.3406708887871461,87.758624792099,0.09432082216264523,715.142578629567
2367,dummy-lora-7b-rank-8-625,161,13,88.64107155799866,87.75700378417969,21.0,29194,3013,0,2,4476,1,400,1,2000,1,1,14.704754980314446,0.11421026613396768,0.035969615728328866,0.0,0.0325,0.10096961572832887,211.52224471683087,14.704754980314446,0.11421026613396768,87.75700378417969,0.10096961572832887,211.52224471683087
2368,dummy-lora-7b-rank-8-626,520,8,88.77659320831299,88.5813102722168,21.0,29193,3014,0,2,4476,1,400,1,2000,1,1,40.96620093861864,0.7997378547847401,0.1161751563896336,0.0,0.02,0.1561751563896336,2744.7354628874486,41.7544040409751,0.6392899001226029,142.39063370227814,0.11185433422698839,2010.506838593698
2369,dummy-lora-7b-rank-8-455,655,1,88.58081674575806,88.58052396774292,21.0,125930,3015,0,2,23936,1,634,1,2000,3,2,3415.557003257329,104.24011227644155,0.027364639037433153,0.0,0.0015772870662460567,0.030519213169925268,2244020.951140065,1778.4652425683662,29.747049976002625,79.01034724712372,0.04201457414972767,578942.4406756378
2370,dummy-lora-7b-rank-8-220,230,1,88.57977795600891,88.57953810691833,21.0,125932,3016,0,2,23936,1,634,1,2000,4,1,4169.288270377733,53.214841553422424,0.009608957219251337,0.0,0.0015772870662460567,0.01276353135174345,967274.8787276342,1141.6515694042382,43.44938627539877,72.12460726185849,0.072856150036766,964984.1145421412
2371,dummy-lora-7b-rank-8-220,192,1,88.57827305793762,88.57794857025146,21.0,125933,3017,0,2,23936,1,634,1,2000,4,1,3081.7810433504774,34.44187555828694,0.008021390374331552,0.0,0.0015772870662460567,0.011175964506823665,597865.5224099926,1141.6515694042382,43.44938627539877,72.12460726185849,0.072856150036766,964984.1145421412
2372,dummy-lora-7b-rank-8-297,360,1,88.57749009132385,88.5772032737732,21.0,125934,3018,0,2,23936,1,634,1,2000,4,1,3486.536990856193,63.43642863746575,0.015040106951871657,0.0,0.0015772870662460567,0.01819468108436377,1262126.3906899418,684.1907697056736,29.609317084202004,81.45447537634108,0.07282514866653413,658607.4087046115
2373,dummy-lora-7b-rank-8-455,568,4,88.66103196144104,88.57641339302063,21.0,125931,3019,0,2,23936,1,634,1,2000,3,3,47.270948618828115,0.4295539824479631,0.023729946524064172,0.0,0.006309148264984227,0.03634824305403263,6807.016601111249,1778.4652425683662,29.747049976002625,79.01034724712372,0.04201457414972767,578942.4406756378
2374,dummy-lora-7b-rank-8-541,359,4,88.65646553039551,88.57160592079163,21.0,161418,3023,0,2,24866,1,590,1,2000,4,3,47.13667690284806,0.329917926147234,0.01443738438027829,0.0,0.006779661016949152,0.027996706414176595,4324.7901058363095,1082.9197187495274,27.183568768453284,132.0536012649536,0.05041803006344499,585614.3639466752
2375,dummy-lora-7b-rank-8-348,310,7,88.73299598693848,88.5660457611084,21.0,53787,3028,0,2,12115,1,177,1,2000,1,1,41.92866445790015,0.6270381401739802,0.025588113908378042,0.0,0.03954802259887006,0.10468415910611817,1940.6981834799496,507.0111939170495,7.112456618384742,50.38334059715271,0.04554668731126502,133678.35622514848
